timestamp,complaint_type,borough,status
12/27/2015 09:29:49 AM,Illegal Parking,QUEENS,Closed
12/27/2015 09:26:23 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 09:22:36 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 09:20:32 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 09:19:54 AM,Illegal Parking,MANHATTAN,Closed
12/27/2015 09:18:08 AM,Illegal Parking,QUEENS,Closed
12/27/2015 09:13:47 AM,Blocked Driveway,BRONX,Closed
12/27/2015 09:09:49 AM,Illegal Parking,BROOKLYN,Closed
12/27/2015 09:08:54 AM,Blocked Driveway,BRONX,Closed
12/27/2015 09:08:37 AM,Illegal Parking,BROOKLYN,Closed
12/27/2015 09:08:32 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 09:05:33 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 09:05:11 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 09:04:17 AM,Illegal Parking,MANHATTAN,Closed
12/27/2015 09:03:34 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 09:02:47 AM,Illegal Parking,QUEENS,Closed
12/27/2015 09:02:21 AM,Blocked Driveway,BRONX,Closed
12/27/2015 09:01:09 AM,Illegal Parking,BROOKLYN,Closed
12/27/2015 08:57:50 AM,Noise - Vehicle,BROOKLYN,Closed
12/27/2015 08:53:54 AM,Illegal Parking,QUEENS,Closed
12/27/2015 08:51:29 AM,Blocked Driveway,BRONX,Closed
12/27/2015 08:49:05 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 08:45:28 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 08:43:39 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 08:41:42 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 08:38:14 AM,Illegal Parking,QUEENS,Closed
12/27/2015 08:37:43 AM,Blocked Driveway,BRONX,Closed
12/27/2015 08:37:36 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 08:29:33 AM,Illegal Parking,QUEENS,Closed
12/27/2015 08:28:57 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 08:14:13 AM,Illegal Parking,BROOKLYN,Closed
12/27/2015 08:11:11 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 08:09:01 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 08:08:19 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 08:08:15 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 08:04:43 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 08:00:05 AM,Illegal Parking,BROOKLYN,Closed
12/27/2015 07:48:40 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 07:44:41 AM,Illegal Parking,QUEENS,Closed
12/27/2015 07:42:41 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 07:40:33 AM,Blocked Driveway,BRONX,Closed
12/27/2015 07:40:17 AM,Blocked Driveway,BRONX,Closed
12/27/2015 07:38:59 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 07:24:22 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 07:07:30 AM,Illegal Parking,BROOKLYN,Closed
12/27/2015 07:00:47 AM,Noise - Street/Sidewalk,QUEENS,Closed
12/27/2015 07:00:15 AM,Illegal Parking,STATEN ISLAND,Closed
12/27/2015 06:57:46 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 06:55:48 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 06:51:18 AM,Illegal Parking,BROOKLYN,Closed
12/27/2015 06:51:15 AM,Blocked Driveway,BRONX,Closed
12/27/2015 06:50:05 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 06:47:55 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 06:43:24 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 06:37:04 AM,Homeless Encampment,MANHATTAN,Closed
12/27/2015 06:29:53 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 06:29:47 AM,Blocked Driveway,BRONX,Closed
12/27/2015 06:27:21 AM,Illegal Parking,BROOKLYN,Closed
12/27/2015 06:25:20 AM,Noise - Street/Sidewalk,BROOKLYN,Closed
12/27/2015 06:19:31 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 06:16:47 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 06:11:40 AM,Illegal Parking,QUEENS,Closed
12/27/2015 06:06:21 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 05:58:58 AM,Noise - Vehicle,BRONX,Closed
12/27/2015 05:58:04 AM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/27/2015 05:52:17 AM,Illegal Parking,BROOKLYN,Closed
12/27/2015 05:50:34 AM,Animal Abuse,BRONX,Closed
12/27/2015 05:49:19 AM,Noise - Street/Sidewalk,BROOKLYN,Closed
12/27/2015 05:46:08 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 05:32:50 AM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/27/2015 05:31:46 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 05:31:15 AM,Blocked Driveway,BRONX,Closed
12/27/2015 05:27:02 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 05:25:19 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 05:24:38 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 05:14:27 AM,Noise - Vehicle,BROOKLYN,Closed
12/27/2015 05:13:31 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 05:12:41 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 05:09:21 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 05:08:43 AM,Noise - Vehicle,QUEENS,Closed
12/27/2015 05:08:29 AM,Noise - Street/Sidewalk,BROOKLYN,Closed
12/27/2015 05:07:36 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 05:02:25 AM,Noise - Vehicle,QUEENS,Closed
12/27/2015 05:02:19 AM,Illegal Parking,BROOKLYN,Closed
12/27/2015 04:58:41 AM,Noise - Commercial,BRONX,Closed
12/27/2015 04:49:03 AM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/27/2015 04:45:14 AM,Noise - Street/Sidewalk,BROOKLYN,Closed
12/27/2015 04:40:58 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 04:40:06 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 04:38:59 AM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/27/2015 04:26:48 AM,Noise - Vehicle,MANHATTAN,Closed
12/27/2015 04:25:45 AM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/27/2015 04:22:22 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 04:20:06 AM,Blocked Driveway,BRONX,Closed
12/27/2015 04:19:36 AM,Noise - Vehicle,BRONX,Closed
12/27/2015 04:18:04 AM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/27/2015 04:16:14 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 04:16:04 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 04:15:35 AM,Noise - Street/Sidewalk,BRONX,Closed
12/27/2015 04:14:04 AM,Noise - Street/Sidewalk,BRONX,Closed
12/27/2015 04:11:22 AM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/27/2015 04:10:36 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 04:09:50 AM,Noise - Vehicle,MANHATTAN,Closed
12/27/2015 04:07:23 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 04:06:36 AM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/27/2015 04:04:29 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 04:00:51 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 03:56:22 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 03:55:37 AM,Illegal Parking,QUEENS,Closed
12/27/2015 03:54:55 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 03:51:15 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 03:46:33 AM,Drinking,QUEENS,Closed
12/27/2015 03:45:59 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 03:45:48 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 03:35:04 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 03:30:52 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 03:27:57 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 03:27:41 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 03:27:21 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 03:27:20 AM,Noise - Street/Sidewalk,BRONX,Closed
12/27/2015 03:22:42 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 03:21:21 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 03:16:02 AM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/27/2015 03:11:30 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 03:09:55 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 03:07:31 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 03:06:48 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 03:06:11 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 03:05:59 AM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/27/2015 03:05:47 AM,Noise - Commercial,BRONX,Closed
12/27/2015 03:03:47 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 03:02:40 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 03:00:51 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 02:59:15 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 02:58:46 AM,Noise - Street/Sidewalk,BROOKLYN,Closed
12/27/2015 02:58:00 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 02:55:45 AM,Noise - Vehicle,QUEENS,Closed
12/27/2015 02:52:09 AM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/27/2015 02:50:28 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 02:47:04 AM,Illegal Parking,BROOKLYN,Closed
12/27/2015 02:46:52 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 02:45:24 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 02:42:48 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 02:42:18 AM,Noise - Street/Sidewalk,BRONX,Closed
12/27/2015 02:41:31 AM,Noise - Vehicle,BROOKLYN,Closed
12/27/2015 02:41:21 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 02:39:50 AM,Illegal Parking,BROOKLYN,Closed
12/27/2015 02:34:59 AM,Illegal Parking,BROOKLYN,Closed
12/27/2015 02:32:41 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 02:31:53 AM,Noise - Vehicle,STATEN ISLAND,Closed
12/27/2015 02:25:26 AM,Illegal Parking,QUEENS,Closed
12/27/2015 02:25:23 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 02:22:15 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 02:18:57 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 02:18:16 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 02:12:40 AM,Blocked Driveway,BRONX,Closed
12/27/2015 02:11:07 AM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/27/2015 02:09:22 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 02:08:47 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 02:08:19 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 02:08:17 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 02:06:39 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 02:05:15 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 02:04:40 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 02:04:21 AM,Homeless Encampment,MANHATTAN,Closed
12/27/2015 02:04:12 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 02:00:19 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 01:59:47 AM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/27/2015 01:59:41 AM,Blocked Driveway,BRONX,Closed
12/27/2015 01:58:59 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 01:54:19 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 01:52:50 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 01:52:45 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 01:51:10 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 01:49:11 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 01:48:37 AM,Noise - Street/Sidewalk,BRONX,Closed
12/27/2015 01:46:23 AM,Illegal Parking,QUEENS,Closed
12/27/2015 01:45:45 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 01:45:19 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 01:44:03 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 01:43:43 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 01:42:23 AM,Noise - Vehicle,MANHATTAN,Closed
12/27/2015 01:41:27 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 01:39:55 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 01:39:15 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 01:39:11 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 01:38:03 AM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/27/2015 01:37:27 AM,Noise - Street/Sidewalk,BRONX,Closed
12/27/2015 01:35:43 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 01:34:51 AM,Noise - Commercial,BRONX,Closed
12/27/2015 01:34:02 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 01:33:55 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 01:33:27 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 01:31:43 AM,Noise - Street/Sidewalk,QUEENS,Closed
12/27/2015 01:29:45 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 01:29:40 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 01:29:30 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 01:28:46 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 01:28:18 AM,Blocked Driveway,BRONX,Closed
12/27/2015 01:28:12 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 01:27:21 AM,Illegal Parking,BRONX,Closed
12/27/2015 01:26:22 AM,Blocked Driveway,STATEN ISLAND,Closed
12/27/2015 01:25:38 AM,Illegal Parking,BRONX,Closed
12/27/2015 01:25:02 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 01:24:59 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 01:24:15 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 01:23:47 AM,Noise - Street/Sidewalk,BRONX,Closed
12/27/2015 01:20:32 AM,Noise - Commercial,BRONX,Closed
12/27/2015 01:20:10 AM,Animal Abuse,BROOKLYN,Closed
12/27/2015 01:19:47 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 01:18:55 AM,Illegal Parking,QUEENS,Closed
12/27/2015 01:18:16 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 01:17:58 AM,Illegal Parking,BROOKLYN,Closed
12/27/2015 01:17:40 AM,Noise - Commercial,BRONX,Closed
12/27/2015 01:17:38 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 01:16:39 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 01:16:13 AM,Illegal Parking,MANHATTAN,Closed
12/27/2015 01:14:58 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 01:13:10 AM,Illegal Parking,BRONX,Closed
12/27/2015 01:09:30 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 01:07:47 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 01:07:00 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 01:05:33 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 01:05:08 AM,Illegal Parking,QUEENS,Closed
12/27/2015 01:04:26 AM,Noise - Vehicle,MANHATTAN,Closed
12/27/2015 01:03:48 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 01:03:35 AM,Illegal Parking,BRONX,Closed
12/27/2015 01:02:34 AM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/27/2015 01:02:08 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 01:01:41 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 01:00:59 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 01:00:17 AM,Illegal Parking,QUEENS,Closed
12/27/2015 12:58:26 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 12:57:01 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 12:56:35 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 12:55:05 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 12:54:57 AM,Blocked Driveway,BRONX,Closed
12/27/2015 12:53:38 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 12:51:58 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 12:50:29 AM,Blocked Driveway,BRONX,Closed
12/27/2015 12:50:07 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 12:48:33 AM,Illegal Parking,QUEENS,Closed
12/27/2015 12:47:44 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 12:47:43 AM,Noise - Street/Sidewalk,BRONX,Closed
12/27/2015 12:47:11 AM,Blocked Driveway,BRONX,Closed
12/27/2015 12:46:51 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 12:46:01 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 12:45:05 AM,Illegal Parking,QUEENS,Closed
12/27/2015 12:45:03 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 12:43:15 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 12:42:40 AM,Blocked Driveway,BRONX,Closed
12/27/2015 12:41:49 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 12:41:20 AM,Noise - Vehicle,BROOKLYN,Closed
12/27/2015 12:40:53 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 12:40:51 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 12:39:49 AM,Illegal Parking,QUEENS,Closed
12/27/2015 12:39:45 AM,Illegal Parking,BROOKLYN,Closed
12/27/2015 12:39:43 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 12:35:49 AM,Blocked Driveway,BRONX,Closed
12/27/2015 12:35:15 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 12:34:30 AM,Illegal Parking,BROOKLYN,Closed
12/27/2015 12:34:29 AM,Noise - Street/Sidewalk,BRONX,Closed
12/27/2015 12:34:11 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 12:33:14 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 12:32:19 AM,Noise - Commercial,BRONX,Closed
12/27/2015 12:31:12 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 12:29:21 AM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/27/2015 12:29:15 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 12:27:30 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 12:24:43 AM,Noise - Vehicle,MANHATTAN,Closed
12/27/2015 12:24:12 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 12:24:10 AM,Illegal Parking,BROOKLYN,Closed
12/27/2015 12:23:19 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 12:23:03 AM,Illegal Parking,QUEENS,Closed
12/27/2015 12:22:46 AM,Illegal Parking,BRONX,Closed
12/27/2015 12:21:56 AM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/27/2015 12:21:53 AM,Drinking,QUEENS,Closed
12/27/2015 12:21:43 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 12:20:08 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 12:20:03 AM,Noise - Vehicle,BROOKLYN,Closed
12/27/2015 12:19:43 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 12:19:23 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 12:17:50 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 12:17:35 AM,Noise - Commercial,QUEENS,Closed
12/27/2015 12:15:50 AM,Illegal Parking,QUEENS,Closed
12/27/2015 12:13:23 AM,Illegal Parking,MANHATTAN,Closed
12/27/2015 12:12:56 AM,Illegal Parking,BROOKLYN,Closed
12/27/2015 12:12:12 AM,Noise - Street/Sidewalk,QUEENS,Closed
12/27/2015 12:11:44 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 12:11:15 AM,Noise - Commercial,BROOKLYN,Closed
12/27/2015 12:09:33 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 12:08:57 AM,Blocked Driveway,BROOKLYN,Closed
12/27/2015 12:08:33 AM,Illegal Parking,QUEENS,Closed
12/27/2015 12:07:16 AM,Illegal Parking,STATEN ISLAND,Closed
12/27/2015 12:07:12 AM,Noise - Commercial,BRONX,Closed
12/27/2015 12:05:49 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 12:05:43 AM,Illegal Parking,Unspecified,Open
12/27/2015 12:05:01 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 12:04:02 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 12:03:44 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 12:02:55 AM,Noise - Street/Sidewalk,BRONX,Closed
12/27/2015 12:02:21 AM,Noise - Commercial,Unspecified,Open
12/27/2015 12:02:05 AM,Blocked Driveway,QUEENS,Closed
12/27/2015 12:01:11 AM,Noise - Vehicle,MANHATTAN,Closed
12/27/2015 12:01:09 AM,Illegal Parking,MANHATTAN,Closed
12/27/2015 12:00:59 AM,Derelict Vehicle,QUEENS,Closed
12/27/2015 12:00:36 AM,Noise - Commercial,MANHATTAN,Closed
12/27/2015 12:00:32 AM,Noise - Vehicle,MANHATTAN,Closed
12/26/2015 11:59:42 PM,Blocked Driveway,BROOKLYN,Closed
12/26/2015 11:58:39 PM,Illegal Parking,QUEENS,Closed
12/26/2015 11:57:56 PM,Noise - Commercial,BROOKLYN,Closed
12/26/2015 11:57:14 PM,Noise - Street/Sidewalk,QUEENS,Closed
12/26/2015 11:57:10 PM,Blocked Driveway,QUEENS,Closed
12/26/2015 11:56:56 PM,Blocked Driveway,STATEN ISLAND,Closed
12/26/2015 11:56:50 PM,Noise - Commercial,MANHATTAN,Closed
12/26/2015 11:55:52 PM,Noise - Commercial,QUEENS,Closed
12/26/2015 11:54:37 PM,Noise - Commercial,Unspecified,Open
12/26/2015 11:52:11 PM,Blocked Driveway,BRONX,Closed
12/26/2015 11:51:22 PM,Noise - Commercial,BROOKLYN,Closed
12/26/2015 11:50:29 PM,Noise - Commercial,BROOKLYN,Closed
12/26/2015 11:48:38 PM,Noise - Commercial,MANHATTAN,Closed
12/26/2015 11:48:24 PM,Noise - Commercial,BROOKLYN,Closed
12/26/2015 11:47:23 PM,Blocked Driveway,QUEENS,Closed
12/26/2015 11:47:15 PM,Noise - Street/Sidewalk,BRONX,Closed
12/26/2015 11:47:02 PM,Noise - Commercial,BROOKLYN,Closed
12/26/2015 11:46:26 PM,Noise - Commercial,MANHATTAN,Closed
12/26/2015 11:45:46 PM,Illegal Parking,MANHATTAN,Closed
12/26/2015 11:45:12 PM,Noise - Commercial,MANHATTAN,Closed
12/26/2015 11:44:33 PM,Blocked Driveway,BROOKLYN,Closed
12/26/2015 11:44:25 PM,Noise - Vehicle,MANHATTAN,Closed
12/26/2015 11:44:10 PM,Noise - Commercial,BROOKLYN,Closed
12/26/2015 11:43:49 PM,Illegal Parking,QUEENS,Closed
12/26/2015 11:43:37 PM,Blocked Driveway,BRONX,Closed
12/26/2015 11:42:28 PM,Drinking,QUEENS,Closed
12/26/2015 11:41:26 PM,Noise - Park,BRONX,Closed
12/26/2015 11:40:59 PM,Blocked Driveway,BROOKLYN,Closed
12/26/2015 11:40:13 PM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/26/2015 11:39:59 PM,Noise - Street/Sidewalk,QUEENS,Closed
12/26/2015 11:39:49 PM,Noise - Commercial,BROOKLYN,Closed
12/26/2015 11:39:40 PM,Illegal Parking,MANHATTAN,Closed
12/26/2015 11:39:29 PM,Noise - Commercial,BROOKLYN,Closed
12/26/2015 11:38:24 PM,Noise - Commercial,MANHATTAN,Closed
12/26/2015 11:37:12 PM,Noise - Commercial,BROOKLYN,Closed
12/26/2015 11:37:05 PM,Illegal Parking,QUEENS,Closed
12/26/2015 11:36:52 PM,Blocked Driveway,BRONX,Closed
12/26/2015 11:36:41 PM,Illegal Parking,MANHATTAN,Closed
12/26/2015 11:35:28 PM,Noise - Commercial,MANHATTAN,Closed
12/26/2015 11:35:24 PM,Noise - Commercial,BROOKLYN,Closed
12/26/2015 11:35:24 PM,Illegal Parking,MANHATTAN,Closed
12/26/2015 11:34:44 PM,Noise - Commercial,MANHATTAN,Closed
12/26/2015 11:34:37 PM,Blocked Driveway,BROOKLYN,Closed
12/26/2015 11:33:01 PM,Blocked Driveway,BROOKLYN,Closed
12/26/2015 11:32:58 PM,Noise - Commercial,MANHATTAN,Closed
12/26/2015 11:32:43 PM,Noise - Commercial,MANHATTAN,Closed
12/26/2015 11:30:40 PM,Noise - Commercial,MANHATTAN,Closed
12/26/2015 11:30:28 PM,Noise - Commercial,MANHATTAN,Closed
12/26/2015 11:30:16 PM,Noise - Commercial,BROOKLYN,Closed
12/26/2015 11:30:10 PM,Blocked Driveway,QUEENS,Closed
12/26/2015 11:29:27 PM,Noise - Commercial,QUEENS,Closed
12/26/2015 11:27:29 PM,Noise - Commercial,BRONX,Closed
12/26/2015 11:26:08 PM,Noise - Street/Sidewalk,BRONX,Closed
12/26/2015 11:25:56 PM,Illegal Parking,BROOKLYN,Closed
12/26/2015 11:24:28 PM,Blocked Driveway,BRONX,Closed
12/26/2015 11:22:39 PM,Noise - Commercial,MANHATTAN,Closed
12/26/2015 11:22:13 PM,Derelict Vehicle,QUEENS,Closed
12/26/2015 11:21:13 PM,Noise - Commercial,BROOKLYN,Closed
12/26/2015 11:21:10 PM,Noise - Commercial,QUEENS,Closed
12/26/2015 11:18:39 PM,Blocked Driveway,BROOKLYN,Closed
12/26/2015 11:16:57 PM,Noise - Commercial,BROOKLYN,Closed
12/26/2015 11:16:19 PM,Noise - Street/Sidewalk,QUEENS,Closed
12/26/2015 11:16:08 PM,Illegal Parking,BROOKLYN,Closed
12/26/2015 11:16:05 PM,Noise - Commercial,MANHATTAN,Closed
12/26/2015 11:15:52 PM,Noise - Commercial,BROOKLYN,Closed
12/26/2015 11:14:47 PM,Noise - Street/Sidewalk,BROOKLYN,Closed
12/26/2015 11:13:30 PM,Blocked Driveway,QUEENS,Closed
12/26/2015 11:12:23 PM,Noise - Commercial,QUEENS,Closed
12/26/2015 11:11:59 PM,Noise - Commercial,MANHATTAN,Closed
12/26/2015 11:11:18 PM,Posting Advertisement,STATEN ISLAND,Closed
12/26/2015 11:11:09 PM,Noise - Commercial,QUEENS,Closed
12/26/2015 11:10:46 PM,Blocked Driveway,BROOKLYN,Closed
12/26/2015 11:10:21 PM,Illegal Parking,STATEN ISLAND,Closed
12/26/2015 11:09:27 PM,Posting Advertisement,STATEN ISLAND,Closed
12/26/2015 11:09:05 PM,Noise - Commercial,MANHATTAN,Closed
